Observation_id,Behaviour,Modifier,Phase,Behaviour_duration_by_Phase
Jafar_PRF_19102022_1035,Pre,Alone,Silence_1,76
Jafar_PRF_19102022_1035,Rst,Alone,Silence_1,2
Jafar_PRF_19102022_1035,Vig,Mid neck,Silence_1,35
Janosch_FC_17112022_1015,Dhb,NA,Dishabituation,246
Janosch_FC_17112022_1015,Rst,With kin,Dishabituation,70
Janosch_FC_17112022_1015,Vig,Long neck,Dishabituation,20
Janosch_FC_17112022_1015,Vig,Mid neck,Dishabituation,53
Janosch_FC_17112022_1015,Vig,Short Neck,Dishabituation,40
Janosch_FC_17112022_1015,Eat,With kin,Habituation,47
Janosch_FC_17112022_1015,Mov,Away from speaker,Habituation,88
Janosch_FC_17112022_1015,Rst,With kin,Habituation,49
Janosch_FC_17112022_1015,Vig,Long neck,Habituation,26
Janosch_FC_17112022_1015,Vig,Mid neck,Habituation,67
Janosch_FC_17112022_1015,Vig,Short Neck,Habituation,3
Janosch_FC_17112022_1015,Eat,With kin,Silence_1,12
Janosch_FC_17112022_1015,Mov,Away from speaker,Silence_1,10
Janosch_FC_17112022_1015,Vig,Mid neck,Silence_1,32
Janosch_FC_17112022_1015,Rst,With kin,Silence_2,4
Janosch_FC_17112022_1015,Vig,Short Neck,Silence_2,13
Janosch_FC_17112022_1015,Mov,Away from speaker,Silence_3,19
Janosch_FC_17112022_1015,Pre,With kin,Silence_3,3
Janosch_FC_17112022_1015,Rst,With kin,Silence_3,15
Janosch_FC_17112022_1015,Vig,Mid neck,Silence_3,39
Janosch_FRF_23112022_0948,Dhb,NA,Dishabituation,245
Janosch_FRF_23112022_0948,Eat,Alone,Dishabituation,69
Janosch_FRF_23112022_0948,Mov,Away from speaker,Dishabituation,55
Janosch_FRF_23112022_0948,Vig,Mid neck,Dishabituation,22
Janosch_FRF_23112022_0948,Vig,Short Neck,Dishabituation,98
Janosch_FRF_23112022_0948,Eat,Alone,Habituation,138
Janosch_FRF_23112022_0948,Hab,NA,Habituation,246
Janosch_FRF_23112022_0948,Mov,Away from speaker,Habituation,33
Janosch_FRF_23112022_0948,Mov,Towards speaker,Habituation,7
Janosch_FRF_23112022_0948,Vig,Mid neck,Habituation,50
Janosch_FRF_23112022_0948,Eat,Alone,Silence_1,62
Janosch_FRF_23112022_0948,Mov,Away from speaker,Silence_1,2
Janosch_FRF_23112022_0948,Vig,Mid neck,Silence_1,12
Janosch_FRF_23112022_0948,Pre,Alone,Silence_3,5
Janosch_PRF_03112022_0929,Dhb,NA,Dishabituation,236
Janosch_PRF_03112022_0929,Pre,Alone,Dishabituation,85
Janosch_PRF_03112022_0929,Vig,Mid neck,Dishabituation,56
Janosch_PRF_03112022_0929,Hab,NA,Habituation,295
Janosch_PRF_03112022_0929,Mov,Away from speaker,Habituation,112
Janosch_PRF_03112022_0929,Pre,Alone,Habituation,265
Janosch_PRF_03112022_0929,Pre,With kin,Habituation,9
Janosch_PRF_03112022_0929,Vig,Long neck,Habituation,9
Janosch_PRF_03112022_0929,Vig,Mid neck,Habituation,152
Janosch_PRF_03112022_0929,Vig,Short Neck,Habituation,31
Janosch_PRF_03112022_0929,Pre,Alone,Silence_2,16
Janosch_PRF_03112022_0929,Vig,Mid neck,Silence_2,12
Jessica_FC_07112022_0911,Dhb,NA,Dishabituation,245
Jessica_FC_07112022_0911,Rst,With kin,Dishabituation,83
Jessica_FC_07112022_0911,Vig,Mid neck,Dishabituation,7
Jessica_FC_07112022_0911,Vig,Short Neck,Dishabituation,13
Jessica_FC_07112022_0911,Hab,NA,Habituation,247
Jessica_FC_07112022_0911,Rst,With kin,Habituation,92
Jessica_FC_07112022_0911,Vig,Short Neck,Habituation,47
Jessica_FC_07112022_0911,Vig,Short Neck,Silence_1,77
Jessica_FC_15102022_1559,Dhb,NA,Dishabituation,244
Jessica_FC_15102022_1559,Hab,NA,Habituation,247
Jessica_FC_15102022_1559,Mov,Away from speaker,Habituation,15
Jessica_FC_15102022_1559,Pre,Alone,Habituation,7
Jessica_FC_15102022_1559,Pre,With kin,Habituation,36
Jessica_FC_15102022_1559,Rst,Alone,Habituation,21
Jessica_FC_15102022_1559,Rst,With kin,Habituation,22
Jessica_FC_15102022_1559,Vig,Mid neck,Habituation,75
Jessica_FC_15102022_1559,Vig,Short Neck,Habituation,60
Jessica_FC_15102022_1559,Pre,With kin,Silence_1,58
Jessica_FC_15102022_1559,Rst,With kin,Silence_1,8
Jessica_FC_15102022_1559,Vig,Mid neck,Silence_1,18
Jessica_FRF_17112022_1027,Dhb,NA,Dishabituation,246
Jessica_FRF_17112022_1027,Eat,With kin,Dishabituation,47
Jessica_FRF_17112022_1027,Vig,Long neck,Dishabituation,9
Jessica_FRF_17112022_1027,Vig,Mid neck,Dishabituation,4
Jessica_FRF_17112022_1027,Eat,With kin,Habituation,26
Jessica_FRF_17112022_1027,Mov,Away from speaker,Habituation,118
Jessica_FRF_17112022_1027,Vig,Mid neck,Habituation,3
Jessica_FRF_17112022_1027,Mov,Away from speaker,Silence_1,22
Jessica_FRF_17112022_1027,Eat,With kin,Silence_2,24
Jessica_FRF_17112022_1027,Vig,Mid neck,Silence_2,4
Jessica_FRF_17112022_1027,Eat,With kin,Silence_3,51
Jessica_FRF_17112022_1027,Vig,Long neck,Silence_3,1
Jessica_FRF_17112022_1027,Vig,Mid neck,Silence_3,2
Jessica_FRF_17112022_1027,Vig,Short Neck,Silence_3,3
Jessica_FRF_23102022_0924,Dhb,NA,Dishabituation,314
Jessica_FRF_23102022_0924,Pre,With kin,Dishabituation,13
Jessica_FRF_23102022_0924,Rst,With kin,Dishabituation,213
Jessica_FRF_23102022_0924,Vig,Short Neck,Dishabituation,39
Jessica_FRF_23102022_0924,Hab,NA,Habituation,245
Jessica_FRF_23102022_0924,Pre,With kin,Silence_2,10
Jessica_FRF_23102022_0924,Vig,Mid neck,Silence_2,21
Jessica_FRP_03112022_1015,Dhb,NA,Dishabituation,248
Jessica_FRP_03112022_1015,Pre,With kin,Dishabituation,146
Jessica_FRP_03112022_1015,Vig,Mid neck,Dishabituation,30
Jessica_FRP_03112022_1015,Vig,Short Neck,Dishabituation,21
Jessica_FRP_03112022_1015,Hab,NA,Habituation,246
Jessica_FRP_03112022_1015,Pre,With kin,Habituation,57
Jessica_FRP_03112022_1015,Vig,Mid neck,Habituation,23
Jessica_FRP_03112022_1015,Vig,Short Neck,Habituation,22
Jessica_FRP_03112022_1015,Pre,With kin,Silence_1,23
Jessica_FRP_03112022_1015,Vig,Short Neck,Silence_1,3
Jessica_FRP_03112022_1015,Vig,Mid neck,Silence_2,7
Jessica_FRP_03112022_1015,Mov,Away from speaker,Silence_3,7
Jessica_FRP_03112022_1015,Rst,With kin,Silence_3,4
Jessica_FRP_03112022_1015,Vig,Short Neck,Silence_3,30
Jessica_PRF_24102022_0953,Dhb,NA,Dishabituation,250
Jessica_PRF_24102022_0953,Vig,Mid neck,Habituation,13
Jessica_PRF_24102022_0953,Mov,Away from speaker,Silence_1,7
Jessica_PRF_24102022_0953,Vig,Mid neck,Silence_1,5
Jessica_PRF_24102022_0953,Vig,Short Neck,Silence_1,59
Joe_FC_11112022_0930,Dhb,NA,Dishabituation,247
Joe_FC_11112022_0930,Eat,With kin,Dishabituation,23
Joe_FC_11112022_0930,Mov,Away from speaker,Dishabituation,78
Joe_FC_11112022_0930,Pre,With kin,Dishabituation,20
Joe_FC_11112022_0930,Vig,Mid neck,Dishabituation,93
Joe_FC_11112022_0930,Vig,Short Neck,Dishabituation,31
Joe_FC_11112022_0930,Eat,With kin,Habituation,222
Joe_FC_11112022_0930,Hab,NA,Habituation,250
Joe_FC_11112022_0930,Vig,Mid neck,Habituation,17
Joe_FC_11112022_0930,Eat,With kin,Silence_1,72
Joe_FC_11112022_0930,Vig,Mid neck,Silence_1,4
Joe_FC_11112022_0930,Vig,Mid neck,Silence_2,2
Joe_FC_20102022_0922,Dhb,NA,Dishabituation,242
Joe_FC_20102022_0922,Pre,With kin,Dishabituation,33
Joe_FC_20102022_0922,Vig,Mid neck,Dishabituation,7
Joe_FC_20102022_0922,Hab,NA,Habituation,266
Joe_FC_20102022_0922,Mov,Away from speaker,Silence_1,67
Joe_FC_20102022_0922,Pre,With kin,Silence_1,53
Joe_FC_20102022_0922,Vig,Long neck,Silence_1,7
Joe_FRF_22112022_1013,Dhb,NA,Dishabituation,245
Joe_FRF_22112022_1013,Vig,Mid neck,Dishabituation,5
Joe_FRF_22112022_1013,Hab,NA,Habituation,246
Joe_FRF_22112022_1013,Pre,With kin,Habituation,40
Joe_FRF_22112022_1013,Vig,Short Neck,Habituation,7
Joe_FRF_22112022_1013,Pre,With kin,Silence_2,30
Joe_FRF_22112022_1013,Vig,Short Neck,Silence_2,13
Joe_FRF_26102022_1035,Dhb,NA,Dishabituation,244
Joe_FRF_26102022_1035,Pre,With kin,Dishabituation,28
Joe_FRF_26102022_1035,Rst,With kin,Dishabituation,6
Joe_FRF_26102022_1035,Hab,NA,Habituation,272
Joe_FRF_26102022_1035,Pre,With kin,Habituation,182
Joe_FRF_26102022_1035,Rst,With kin,Habituation,8
Joe_FRF_26102022_1035,Pre,With kin,Silence_1,97
Joe_FRP_09112022_0908,Dhb,NA,Dishabituation,245
Joe_FRP_09112022_0908,Pre,With kin,Silence_2,10
Joe_FRP_09112022_0908,Vig,Short Neck,Silence_2,27
Joe_PRF_24102022_1058,Dhb,NA,Dishabituation,244
Joe_PRF_24102022_1058,Eat,Alone,Dishabituation,59
Joe_PRF_24102022_1058,Eat,With kin,Dishabituation,9
Joe_PRF_24102022_1058,Mov,Away from speaker,Dishabituation,76
Joe_PRF_24102022_1058,Vig,Mid neck,Dishabituation,104
Joe_PRF_24102022_1058,Eat,Alone,Habituation,124
Joe_PRF_24102022_1058,Eat,With kin,Habituation,10
Joe_PRF_24102022_1058,Hab,NA,Habituation,418
Joe_PRF_24102022_1058,Mov,Away from speaker,Habituation,84
Joe_PRF_24102022_1058,Mov,Towards speaker,Habituation,12
Joe_PRF_24102022_1058,Vig,Mid neck,Habituation,233
Joe_PRF_24102022_1058,Vig,Short Neck,Habituation,28
Joe_PRF_24102022_1058,Eat,With kin,Silence_1,14
Joe_PRF_24102022_1058,Mov,Away from speaker,Silence_1,1
Joe_PRF_24102022_1058,Pre,With kin,Silence_1,6
Joe_PRF_24102022_1058,Rst,With kin,Silence_1,10
Joe_PRF_24102022_1058,Vig,Long neck,Silence_1,18
Joe_PRF_24102022_1058,Vig,Mid neck,Silence_1,42
Joe_PRF_24102022_1058,Vig,Short Neck,Silence_1,4
Joe_PRF_24102022_1058,Eat,With kin,Silence_2,15
Joe_PRF_24102022_1058,Mov,Away from speaker,Silence_2,5
Joe_PRF_24102022_1058,Vig,Short Neck,Silence_2,23
Joe_PRF_24102022_1058,Eat,With kin,Silence_3,21
Joe_PRF_24102022_1058,Mov,Away from speaker,Silence_3,19
Joe_PRF_24102022_1058,Vig,Long neck,Silence_3,17
Joe_PRF_24102022_1058,Vig,Short Neck,Silence_3,11
Jumper_FC_02112022_0911,Dhb,NA,Dishabituation,241
Jumper_FC_02112022_0911,Eat,With kin,Dishabituation,34
Jumper_FC_02112022_0911,Mov,Away from speaker,Dishabituation,74
Jumper_FC_02112022_0911,Vig,Mid neck,Dishabituation,40
Jumper_FC_02112022_0911,Vig,Short Neck,Dishabituation,70
Jumper_FC_02112022_0911,Hab,NA,Habituation,244
Jumper_FC_02112022_0911,Mov,Away from speaker,Silence_1,9
Jumper_FC_02112022_0911,Vig,Long neck,Silence_1,4
Jumper_FC_02112022_0911,Vig,Mid neck,Silence_1,9
Jumper_FC_02112022_0911,Vig,Short Neck,Silence_1,18
Jumper_FC_02112022_0911,Rst,With kin,Silence_3,26
Jumper_FC_13102022_0941,Dhb,NA,Dishabituation,243
Jumper_FC_13102022_0941,Eat,With kin,Dishabituation,28
Jumper_FC_13102022_0941,Pre,With kin,Dishabituation,15
Jumper_FC_13102022_0941,Rst,With kin,Dishabituation,106
Jumper_FC_13102022_0941,Vig,Short Neck,Dishabituation,57
Jumper_FC_13102022_0941,Eat,With kin,Habituation,211
Jumper_FC_13102022_0941,Hab,NA,Habituation,260
Jumper_FC_13102022_0941,Vig,Short Neck,Habituation,44
Jumper_FC_13102022_0941,Eat,With kin,Silence_1,15
Jumper_FC_13102022_0941,Mov,Towards speaker,Silence_1,5
Jumper_FC_13102022_0941,Vig,Mid neck,Silence_1,45
Jumper_FC_13102022_0941,Vig,Short Neck,Silence_1,18
Jumper_FC_13102022_0941,Vig,Short Neck,Silence_2,26
Jumper_FC_13102022_0941,Eat,With kin,Silence_3,33
Jumper_FC_13102022_0941,Rst,With kin,Silence_3,10
Jumper_FC_13102022_0941,Vig,Mid neck,Silence_3,13
Jumper_FC_13102022_0941,Vig,Short Neck,Silence_3,15
Jumper_FRF_20102022_1014,Dhb,NA,Dishabituation,242
Jumper_FRF_20102022_1014,Mov,Away from speaker,Dishabituation,15
Jumper_FRF_20102022_1014,Pre,With kin,Dishabituation,17
Jumper_FRF_20102022_1014,Rst,With kin,Dishabituation,62
Jumper_FRF_20102022_1014,Vig,Mid neck,Dishabituation,37
Jumper_FRF_20102022_1014,Vig,Short Neck,Dishabituation,37
Jumper_FRF_20102022_1014,Hab,NA,Habituation,243
Jumper_FRF_20102022_1014,Pre,With kin,Habituation,35
Jumper_FRF_20102022_1014,Rst,With kin,Habituation,167
Jumper_FRF_20102022_1014,Vig,Long neck,Habituation,11
Jumper_FRF_20102022_1014,Vig,Mid neck,Habituation,9
Jumper_FRF_20102022_1014,Vig,Mid neck,Silence_2,5
Jumper_FRF_23112022_1058,Mov,Away from speaker,Dishabituation,13
Jumper_FRF_23112022_1058,Pre,With kin,Dishabituation,17
Jumper_FRF_23112022_1058,Rst,With kin,Dishabituation,29
Jumper_FRF_23112022_1058,Vig,Mid neck,Dishabituation,51
Jumper_FRF_23112022_1058,Vig,Short Neck,Dishabituation,96
Jumper_FRF_23112022_1058,Eat,With kin,Habituation,25
Jumper_FRF_23112022_1058,Hab,NA,Habituation,289
Jumper_FRF_23112022_1058,Mov,Away from speaker,Habituation,91
Jumper_FRF_23112022_1058,Rst,With kin,Habituation,18
Jumper_FRF_23112022_1058,Vig,Mid neck,Habituation,97
Jumper_FRF_23112022_1058,Vig,Short Neck,Habituation,7
Jumper_FRF_23112022_1058,Ass,Kin,Silence_3,37
Jumper_FRF_23112022_1058,Mov,Away from speaker,Silence_3,21
Jumper_FRF_23112022_1058,Vig,Short Neck,Silence_3,28
Jumper_FRP_15112022_1049,Ass,Kin,Dishabituation,7
Jumper_FRP_15112022_1049,Mov,Away from speaker,Dishabituation,48
Jumper_FRP_15112022_1049,Mov,Towards speaker,Dishabituation,3
Jumper_FRP_15112022_1049,Pre,Alone,Dishabituation,9
Jumper_FRP_15112022_1049,Vig,Mid neck,Dishabituation,66
Jumper_FRP_15112022_1049,Vig,Short Neck,Dishabituation,35
Jumper_FRP_15112022_1049,Hab,NA,Habituation,253
Jumper_FRP_15112022_1049,Rst,Alone,Silence_3,57
Jumper_FRP_27102022_0952,Dhb,NA,Dishabituation,243
Jumper_FRP_27102022_0952,Pre,With kin,Dishabituation,174
Jumper_FRP_27102022_0952,Vig,Long neck,Dishabituation,11
Jumper_FRP_27102022_0952,Vig,Mid neck,Dishabituation,19
Jumper_FRP_27102022_0952,Vig,Short Neck,Dishabituation,17
Jumper_FRP_27102022_0952,Hab,NA,Habituation,251
Jumper_FRP_27102022_0952,Pre,With kin,Habituation,33
Jumper_FRP_27102022_0952,Vig,Short Neck,Habituation,8
Jumper_FRP_27102022_0952,Vig,Mid neck,Silence_2,6
Jumper_FRP_27102022_0952,Pre,With kin,Silence_3,51
Jumper_FRP_27102022_0952,Rst,With kin,Silence_3,6
Jumper_FRP_27102022_0952,Vig,Short Neck,Silence_3,2
Jurek_FC_12112022_1021,Dhb,NA,Dishabituation,247
Jurek_FC_12112022_1021,Mov,Away from speaker,Dishabituation,96
Jurek_FC_12112022_1021,Vig,Long neck,Dishabituation,72
Jurek_FC_12112022_1021,Vig,Mid neck,Dishabituation,39
Jurek_FC_12112022_1021,Vig,Short Neck,Dishabituation,91
Jurek_FC_12112022_1021,Hab,NA,Habituation,251
Jurek_FC_12112022_1021,Rst,With kin,Habituation,87
Jurek_FC_12112022_1021,Vig,Mid neck,Habituation,11
Jurek_FC_12112022_1021,Vig,Short Neck,Habituation,146
Jurek_FC_12112022_1021,Mov,Away from speaker,Silence_1,18
Jurek_FC_12112022_1021,Pre,With kin,Silence_1,20
Jurek_FC_12112022_1021,Vig,Short Neck,Silence_1,49
Jurek_FC_12112022_1021,Rst,With kin,Silence_2,21
Jurek_FC_13102022_1047,Dhb,NA,Dishabituation,245
Jurek_FC_13102022_1047,Pre,With kin,Dishabituation,59
Jurek_FC_13102022_1047,Vig,Mid neck,Dishabituation,93
Jurek_FC_13102022_1047,Eat,With kin,Habituation,62
Jurek_FC_13102022_1047,Hab,NA,Habituation,252
Jurek_FC_13102022_1047,Mov,Away from speaker,Habituation,126
Jurek_FC_13102022_1047,Vig,Mid neck,Habituation,100
Jurek_FC_13102022_1047,Vig,Short Neck,Habituation,11
Jurek_FC_13102022_1047,Pre,With kin,Silence_1,45
Jurek_FC_13102022_1047,Vig,Mid neck,Silence_1,18
Jurek_FC_13102022_1047,Vig,Short Neck,Silence_1,14
Jurek_FC_13102022_1047,Eat,With kin,Silence_2,5
Jurek_FC_13102022_1047,Vig,Long neck,Silence_2,42
Jurek_FC_13102022_1047,Rst,With kin,Silence_3,7
Jurek_FRF_21112022_0946,Dhb,NA,Dishabituation,246
Jurek_FRF_21112022_0946,Mov,Away from speaker,Dishabituation,154
Jurek_FRF_21112022_0946,Vig,Mid neck,Dishabituation,12
Jurek_FRF_21112022_0946,Vig,Short Neck,Dishabituation,114
Jurek_FRF_21112022_0946,Eat,With kin,Habituation,36
Jurek_FRF_21112022_0946,Hab,NA,Habituation,245
Jurek_FRF_21112022_0946,Mov,Away from speaker,Habituation,88
Jurek_FRF_21112022_0946,Pre,With kin,Habituation,18
Jurek_FRF_21112022_0946,Vig,Long neck,Habituation,90
Jurek_FRF_21112022_0946,Vig,Mid neck,Habituation,91
Jurek_FRF_21112022_0946,Eat,With kin,Silence_1,29
Jurek_FRF_21112022_0946,Mov,Away from speaker,Silence_1,11
Jurek_FRF_21112022_0946,Vig,Mid neck,Silence_1,19
Jurek_FRF_21112022_0946,Mov,Away from speaker,Silence_2,30
Jurek_FRF_21112022_0946,Vig,Mid neck,Silence_3,4
Jurek_FRF_25102022_1054,Dhb,NA,Dishabituation,244
Jurek_FRF_25102022_1054,Vig,Short Neck,Dishabituation,1
Jurek_FRF_25102022_1054,Hab,NA,Habituation,249
Jurek_FRF_25102022_1054,Pre,With kin,Habituation,23
Jurek_FRF_25102022_1054,Rst,With kin,Habituation,63
Jurek_FRF_25102022_1054,Vig,Long neck,Habituation,7
Jurek_FRF_25102022_1054,Vig,Mid neck,Habituation,8
Jurek_FRF_25102022_1054,Vig,Short Neck,Habituation,12
Jurek_FRF_25102022_1054,Rst,With kin,Silence_1,42
Jurek_FRF_25102022_1054,Vig,Mid neck,Silence_1,46
Jurek_FRP_06112022_0833,Dhb,NA,Dishabituation,242
Jurek_FRP_06112022_0833,Mov,Away from speaker,Dishabituation,4
Jurek_FRP_06112022_0833,Mov,Towards speaker,Dishabituation,2
Jurek_FRP_06112022_0833,Hab,NA,Habituation,251
Jurek_FRP_06112022_0833,Mov,Away from speaker,Habituation,128
Jurek_FRP_06112022_0833,Vig,Mid neck,Habituation,155
Jurek_FRP_06112022_0833,Mov,Away from speaker,Silence_1,63
Jurek_FRP_06112022_0833,Mov,Towards speaker,Silence_1,15
Jurek_FRP_06112022_0833,Pre,With kin,Silence_1,5
Jurek_FRP_06112022_0833,Vig,Mid neck,Silence_1,3
Jurek_FRP_06112022_0833,Vig,Short Neck,Silence_1,75
Jurek_FRP_06112022_0833,Mov,Away from speaker,Silence_3,13
Jurek_FRP_06112022_0833,Vig,Long neck,Silence_3,31
Jurek_FRP_06112022_0833,Vig,Short Neck,Silence_3,5
Jurek_PRF_25102022_1106,Dhb,NA,Dishabituation,245
Jurek_PRF_25102022_1106,Pre,With kin,Dishabituation,2
Jurek_PRF_25102022_1106,Vig,Mid neck,Dishabituation,12
Jurek_PRF_25102022_1106,Hab,NA,Habituation,244
Jurek_PRF_25102022_1106,Pre,With kin,Habituation,87
Jurek_PRF_25102022_1106,Vig,Long neck,Habituation,19
Jurek_PRF_25102022_1106,Vig,Mid neck,Habituation,54
Jurek_PRF_25102022_1106,Vig,Short Neck,Habituation,7
Jurek_PRF_25102022_1106,Rst,With kin,Silence_1,70
Jurek_PRF_25102022_1106,Pre,With kin,Silence_3,6
Jurek_PRF_25102022_1106,Rst,With kin,Silence_3,50
Jurek_PRF_25102022_1106,Vig,Long neck,Silence_3,4
Jurek_PRF_25102022_1106,Vig,Mid neck,Silence_3,2
Karolina_FC_15102022_1627,Dhb,NA,Dishabituation,243
Karolina_FC_15102022_1627,Eat,With kin,Dishabituation,30
Karolina_FC_15102022_1627,Mov,Away from speaker,Dishabituation,12
Karolina_FC_15102022_1627,Mov,Towards speaker,Dishabituation,14
Karolina_FC_15102022_1627,Pre,With kin,Dishabituation,7
Karolina_FC_15102022_1627,Vig,Long neck,Dishabituation,20
Karolina_FC_15102022_1627,Vig,Mid neck,Dishabituation,148
Karolina_FC_15102022_1627,Eat,With kin,Habituation,144
Karolina_FC_15102022_1627,Hab,NA,Habituation,247
Karolina_FC_15102022_1627,Mov,Away from speaker,Habituation,14
Karolina_FC_15102022_1627,Pre,With kin,Habituation,16
Karolina_FC_15102022_1627,Vig,Long neck,Habituation,4
Karolina_FC_15102022_1627,Vig,Mid neck,Habituation,61
Karolina_FC_15102022_1627,Mov,Away from speaker,Silence_1,78
Karolina_FC_15102022_1627,Pre,With kin,Silence_1,11
Karolina_FC_15102022_1627,Vig,Mid neck,Silence_1,91
Karolina_FC_15102022_1627,Eat,With kin,Silence_2,29
Karolina_FC_15102022_1627,Mov,Away from speaker,Silence_2,15
Karolina_FC_15112022_0917,Pre,With kin,Dishabituation,3
Karolina_FC_15112022_0917,Rst,With kin,Dishabituation,119
Karolina_FC_15112022_0917,Vig,Short Neck,Dishabituation,77
Karolina_FC_15112022_0917,Hab,NA,Habituation,257
Karolina_FC_15112022_0917,Rst,With kin,Habituation,186
Karolina_FC_15112022_0917,Vig,Short Neck,Habituation,11
Karolina_FC_15112022_0917,Vig,Mid neck,Silence_1,64
Karolina_FC_15112022_0917,Rst,With kin,Silence_2,7
Karolina_FC_15112022_0917,Vig,Short Neck,Silence_2,20
Karolina_FRF_24112022_1114,Dhb,NA,Dishabituation,247
Karolina_FRF_24112022_1114,Hab,NA,Habituation,252
Karolina_FRF_24112022_1114,Mov,Away from speaker,Habituation,9
Karolina_FRF_24112022_1114,Pre,With kin,Habituation,27
Karolina_FRF_24112022_1114,Rst,With kin,Silence_1,66
Karolina_FRF_24112022_1114,Vig,Short Neck,Silence_1,2
Karolina_FRF_24112022_1114,Rst,With kin,Silence_3,54
Karolina_FRF_24112022_1114,Vig,Long neck,Silence_3,5
Karolina_FRF_24112022_1114,Vig,Mid neck,Silence_3,4
Karolina_FRF_24112022_1114,Vig,Short Neck,Silence_3,37
Karolina_FRF_25102022_1039,Dhb,NA,Dishabituation,245
Karolina_FRF_25102022_1039,Rst,With kin,Dishabituation,53
Karolina_FRF_25102022_1039,Vig,Mid neck,Dishabituation,57
Karolina_FRF_25102022_1039,Hab,NA,Habituation,255
Karolina_FRF_25102022_1039,Vig,Long neck,Habituation,49
Karolina_FRF_25102022_1039,Vig,Mid neck,Habituation,85
Karolina_FRF_25102022_1039,Rst,With kin,Silence_1,48
Karolina_FRF_25102022_1039,Vig,Long neck,Silence_1,35
Karolina_FRF_25102022_1039,Vig,Short Neck,Silence_1,1
Karolina_FRF_25102022_1039,Vig,Long neck,Silence_2,14
Karolina_FRF_25102022_1039,Vig,Mid neck,Silence_2,25
Karolina_FRF_25102022_1039,Mov,Away from speaker,Silence_3,10
Karolina_FRF_25102022_1039,Mov,Towards speaker,Silence_3,4
Karolina_FRF_25102022_1039,Vig,Long neck,Silence_3,27
Karolina_FRF_25102022_1039,Vig,Mid neck,Silence_3,12
Karolina_FRP_17102022_1045,Dhb,NA,Dishabituation,244
Karolina_FRP_17102022_1045,Eat,With kin,Dishabituation,13
Karolina_FRP_17102022_1045,Mov,Away from speaker,Dishabituation,95
Karolina_FRP_17102022_1045,Pre,With kin,Dishabituation,4
Karolina_FRP_17102022_1045,Vig,Mid neck,Dishabituation,188
Karolina_FRP_17102022_1045,Eat,With kin,Habituation,99
Karolina_FRP_17102022_1045,Hab,NA,Habituation,250
Karolina_FRP_17102022_1045,Mov,Away from speaker,Habituation,107
Karolina_FRP_17102022_1045,Pre,With kin,Habituation,7
Karolina_FRP_17102022_1045,Vig,Long neck,Habituation,33
Karolina_FRP_17102022_1045,Vig,Mid neck,Habituation,63
Karolina_FRP_17102022_1045,Vig,Short Neck,Habituation,18
Karolina_FRP_17102022_1045,Mov,Away from speaker,Silence_1,10
Karolina_FRP_17102022_1045,Pre,With kin,Silence_1,2
Karolina_FRP_17102022_1045,Rst,With kin,Silence_1,2
Karolina_FRP_17102022_1045,Vig,Short Neck,Silence_1,32
Karolina_FRP_17102022_1045,Mov,Towards speaker,Silence_2,34
Karolina_FRP_17102022_1045,Pre,With kin,Silence_2,3
Karolina_PRF_13112022_1059,Dhb,NA,Dishabituation,245
Karolina_PRF_13112022_1059,Mov,Away from speaker,Dishabituation,78
Karolina_PRF_13112022_1059,Eat,With kin,Habituation,21
Karolina_PRF_13112022_1059,Hab,NA,Habituation,245
Karolina_PRF_13112022_1059,Mov,Away from speaker,Habituation,126
Karolina_PRF_13112022_1059,Mov,Towards speaker,Habituation,11
Karolina_PRF_13112022_1059,Vig,Short Neck,Habituation,111
Karolina_PRF_13112022_1059,Mov,Away from speaker,Silence_1,48
Karolina_PRF_13112022_1059,Vig,Short Neck,Silence_1,13
Karolina_PRF_13112022_1059,Eat,With kin,Silence_2,10
Karolina_PRF_13112022_1059,Mov,Away from speaker,Silence_2,10
Karolina_PRF_13112022_1059,Vig,Short Neck,Silence_2,24
Kendo_FC_12112022_1010,Dhb,NA,Dishabituation,244
Kendo_FC_12112022_1010,Hab,NA,Habituation,252
Kendo_FRF_17112022_0934,Dhb,NA,Dishabituation,245
Kendo_FRF_17112022_0934,Eat,With kin,Dishabituation,4
Kendo_FRF_17112022_0934,Mov,Away from speaker,Dishabituation,35
Kendo_FRF_17112022_0934,Mov,Towards speaker,Dishabituation,11
Kendo_FRF_17112022_0934,Pre,With kin,Dishabituation,26
Kendo_FRF_17112022_0934,Vig,Mid neck,Dishabituation,35
Kendo_FRF_17112022_0934,Vig,Short Neck,Dishabituation,125
Kendo_FRF_17112022_0934,Eat,Alone,Habituation,93
Kendo_FRF_17112022_0934,Mov,Away from speaker,Habituation,44
Kendo_FRF_17112022_0934,Mov,Towards speaker,Habituation,7
Kendo_FRF_17112022_0934,Vig,Mid neck,Habituation,129
Kendo_FRF_17112022_0934,Ass,Kin,Silence_1,61
Kendo_FRF_17112022_0934,Pre,Alone,Silence_1,29
Kendo_FRF_17112022_0934,Pre,With kin,Silence_1,60
Kendo_FRF_17112022_0934,Vig,Short Neck,Silence_1,10
Kendo_FRF_17112022_0934,Pre,With kin,Silence_3,55
Kendo_FRF_17112022_0934,Vig,Short Neck,Silence_3,8
Kendo_PRF_09112022_0932,Dhb,NA,Dishabituation,246
Kendo_PRF_09112022_0932,Hab,NA,Habituation,254
Kendo_PRF_09112022_0932,Mov,Away from speaker,Silence_1,28
